id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
def872f5-d412-4772-a17f-949427ce3589,Otto Novais,2002-07-13,323.181.344-43,44267-965,Pimenta,RN,Brasil,M,41 3358-8564,32318134443@exemplo.com.br,2025-08-11
f5710b8c-e737-432e-8e81-244796a8f465,Sra. Ana Cecília Fernandes,1990-11-06,770.078.724-65,04467355,Moraes da Prata,SE,Brasil,M,(071) 5549 7016,77007872465@exemplo.com.br,2025-05-27
0acd591e-133c-49f0-8bf0-194d616f2d72,Dr. Vinícius Leão,1968-08-26,273.203.903-94,01672-531,Oliveira,AL,Brasil,M,+55 11 5280 7647,27320390394@exemplo.com.br,2024-07-21
8f63635c-024b-4f06-865f-16af30ae7738,Marina Silveira,1969-11-21,153.774.272-35,27689-402,Caldeira,RJ,Brasil,M,+55 (071) 6736-2823,15377427235@exemplo.com.br,2025-05-01
492ab54e-083c-4728-bea3-428e2a6496fc,Bruna Cavalcante,1945-09-03,386.989.428-70,60842-946,Fernandes Grande,AC,Brasil,F,(084) 1156 0750,38698942870@exemplo.com.br,2025-07-10
681994b6-8aa7-4eed-9672-8e4374bd112d,Sr. Cauê Costela,1942-05-01,588.774.073-89,70849-835,Pacheco de Dias,PA,Brasil,M,+55 81 2788-4615,58877407389@exemplo.com.br,2025-01-05
d07f3ee8-a710-4d4b-be68-4d8e717a9a54,Sra. Luara Pires,1970-03-07,562.002.568-61,70586-317,Pinto de da Mata,DF,Brasil,F,+55 61 0588-7001,56200256861@exemplo.com.br,2025-07-21
cf41fc20-2fb7-4c28-9734-5d94e721394d,Sra. Isabelly Almeida,1974-11-18,316.016.652-60,46270505,Nunes,SC,Brasil,F,(061) 0597-9610,31601665260@exemplo.com.br,2025-06-23
9889a28f-3416-4ba9-b052-2636099503cd,Calebe Castro,1976-02-23,401.252.461-68,33879804,Pires,PE,Brasil,F,0300-979-3952,40125246168@exemplo.com.br,2024-07-01
2a76bdba-7f0e-470a-9e97-6a797d9c7c9d,Raquel Porto,1979-04-03,701.693.067-85,23688103,Azevedo Verde,RN,Brasil,F,51 1409 2029,70169306785@exemplo.com.br,2026-05-19
8fd2f39e-0569-45bf-90da-11a4be9ad63b,Srta. Hadassa Rezende,1973-02-26,225.206.295-72,40401726,da Cunha,SE,Brasil,F,71 4960 8013,22520629572@exemplo.com.br,2026-04-06
0121a82d-e95b-4025-9f05-8ef5caf637be,Ravi Lucca Ferreira,1945-09-23,892.174.226-28,98888-169,Barros,MG,Brasil,M,+55 21 1989 4979,89217422628@exemplo.com.br,2025-04-14
d236f8e6-02ec-4911-a28c-1c329554073a,Mariana Silveira,1999-07-26,676.275.151-47,86878-924,Cardoso,CE,Brasil,M,(071) 4171-2193,67627515147@exemplo.com.br,2026-04-14
13a49766-4ed6-489d-afb4-ba22beceddbe,Sr. Juan Dias,1966-12-29,173.427.407-29,64435-486,Ribeiro,RR,Brasil,F,+55 (071) 2470-0776,17342740729@exemplo.com.br,2026-05-30
f0f2d850-ec6f-4a08-a105-daf996bf7f58,Dante Viana,1955-12-23,730.297.433-06,31859388,Macedo da Serra,BA,Brasil,F,(041) 0575-3525,73029743306@exemplo.com.br,2025-01-13
6c088c71-e33b-4276-856b-05ac0423b20c,Luiz Fernando Ramos,1951-07-08,907.137.913-50,96044-438,Casa Grande,PR,Brasil,F,(011) 7081-6832,90713791350@exemplo.com.br,2026-04-18
75858d6c-4ebf-42a1-8830-cc681a0b8aca,Yuri Rios,1958-05-20,370.729.172-31,13400819,Viana,RS,Brasil,M,(041) 4757-5552,37072917231@exemplo.com.br,2025-10-11
c6cd8c68-6bcb-4203-bf8e-5e78a77d696d,João Guilherme da Luz,1996-06-01,930.339.906-71,16055-850,Pinto,CE,Brasil,F,(011) 1138-5885,93033990671@exemplo.com.br,2025-12-04
568c41c8-72a7-4eab-b931-5145cbfed0ea,Sra. Emanuella Cassiano,2000-06-16,128.104.622-49,96114254,Pacheco de Minas,BA,Brasil,F,+55 81 7916-5103,12810462249@exemplo.com.br,2026-04-28
5379d953-5c7e-4ec1-872f-c6c5c0cb5db6,Maria Julia Castro,2005-06-13,814.591.528-11,13933-511,Pimenta da Mata,DF,Brasil,M,+55 51 3357 4089,81459152811@exemplo.com.br,2025-03-24
0ef75979-5a67-4f4e-8592-9c252a4f1ca9,Isabella Porto,1975-11-06,265.926.549-88,04643312,Sales,MA,Brasil,F,(031) 8004 4079,26592654988@exemplo.com.br,2024-08-12
f54811f2-ea6b-4e71-a581-662dcf5db05b,Isabel Pereira,1941-10-07,004.622.138-36,79687205,Lima,BA,Brasil,F,+55 41 1900-8216,00462213836@exemplo.com.br,2025-10-14
f525d746-33e6-4d10-98f7-0230cd15e2b5,Emanuel Moura,1980-07-25,713.868.997-49,38627771,da Rocha de da Cunha,SP,Brasil,M,+55 (031) 0216-2822,71386899749@exemplo.com.br,2025-02-03
a74fc5a0-fbd6-4af9-b7e6-391356782932,Thales Alves,1989-12-28,682.184.610-12,93398612,Cavalcante,PB,Brasil,F,+55 51 3602 2102,68218461012@exemplo.com.br,2024-11-28
ce67bc30-8288-4e48-bb56-aeb09ea43772,Benício Moreira,1959-03-20,408.994.212-44,12655766,da Mata,PE,Brasil,M,+55 (031) 0726 9012,40899421244@exemplo.com.br,2024-07-28
6ce0e947-c846-4581-aa24-a836ec6d9098,Théo Pimenta,1980-04-22,390.023.072-16,42576-178,Freitas,MS,Brasil,F,+55 41 3810-3817,39002307216@exemplo.com.br,2024-10-24
266f69eb-645b-475d-b324-febf6db7d7a2,Lara Cassiano,1951-02-10,937.082.219-51,37927106,Gonçalves do Galho,AL,Brasil,F,61 1910-1667,93708221951@exemplo.com.br,2026-03-08
7d850706-5d00-4ed6-8405-820be863ce4c,Renan da Cunha,1996-04-28,317.278.303-44,80235964,da Costa do Amparo,SC,Brasil,M,(061) 8295 8248,31727830344@exemplo.com.br,2025-03-23
50791a80-242f-4efb-8257-50afd33dff92,Ágatha Rezende,2003-01-10,502.983.911-14,11917701,Martins,AL,Brasil,F,31 5875-9421,50298391114@exemplo.com.br,2025-12-14
42caaec7-2c9c-42d3-a90d-fc5ff71db352,Yan Machado,1994-03-07,244.360.097-97,66148135,Rocha Paulista,SC,Brasil,F,+55 11 7588 1401,24436009797@exemplo.com.br,2025-06-28
a4fd4f33-f4b2-4488-a2c3-ac068524476d,Ayla Fernandes,1967-09-19,904.270.369-14,91053-096,Silveira,PE,Brasil,F,11 8331-5730,90427036914@exemplo.com.br,2026-04-23
514c499f-bc9f-4176-b7b8-8bec66bd7839,Ana Vitória da Costa,1986-11-28,464.094.629-13,09688170,Gonçalves do Sul,RR,Brasil,F,(061) 8418-0862,46409462913@exemplo.com.br,2025-07-23
a56b2409-3a9a-4a03-8e02-35909cb92404,Maitê Barbosa,1968-11-14,115.872.571-89,65746-226,Moreira,SC,Brasil,M,61 7024-8383,11587257189@exemplo.com.br,2026-03-29
7ba67d86-9f70-4ebe-a1d2-3306d760e59c,Thales Brito,1977-05-11,601.814.444-71,79050-093,da Rosa,SP,Brasil,M,+55 (011) 6897 4445,60181444471@exemplo.com.br,2025-01-29
6da893f6-a873-492d-b9f2-fbeb3b78b333,Heitor Ribeiro,1959-01-23,352.864.269-28,98908268,Pimenta,RR,Brasil,F,(081) 1757-3316,35286426928@exemplo.com.br,2025-02-07
a465947c-b96f-47da-aa1a-a7f385e03760,Sr. Josué Sampaio,1975-06-01,774.613.278-59,26506-931,Garcia das Flores,RR,Brasil,F,(021) 1317-0053,77461327859@exemplo.com.br,2024-11-03
68d491dd-5624-47b6-a6a8-79ff7749736e,Dra. Stella Lima,1940-05-22,588.770.063-85,08246-823,Mendes do Amparo,CE,Brasil,M,+55 (081) 8043 0498,58877006385@exemplo.com.br,2025-11-22
17b34596-d94e-4e50-9cf1-5b0075c73484,Manuela Rocha,1997-12-31,495.105.755-42,73494-046,Moura das Flores,TO,Brasil,M,(041) 2445-8345,49510575542@exemplo.com.br,2025-02-20
c87d8a13-4942-4d01-acb8-cd36338f96cd,André Costela,1935-10-05,557.961.156-58,27433-842,da Cruz,MS,Brasil,F,61 9289-4771,55796115658@exemplo.com.br,2025-03-27
9b9f7236-df1f-4d4a-ab57-3cb8169258ce,Carolina Fogaça,1936-03-23,107.840.245-76,31325056,Pereira,AC,Brasil,M,+55 31 4639-2979,10784024576@exemplo.com.br,2025-12-31
d55fc25d-4903-413e-836a-3e294ff4cabc,Srta. Larissa Brito,1946-10-18,387.457.752-97,86689-475,Moraes da Serra,PR,Brasil,M,61 1180 6431,38745775297@exemplo.com.br,2024-06-14
8fd2ad2a-c597-4bde-9355-b4420e7084ac,Elisa Aparecida,1968-01-18,763.735.245-02,09059224,Nunes,PR,Brasil,F,+55 21 4024-9932,76373524502@exemplo.com.br,2024-11-23
38f351c6-ccb0-41c2-b648-76d175074ad0,Clara Novaes,1970-04-14,500.667.516-33,57386-977,Novais,BA,Brasil,M,81 7069-3744,50066751633@exemplo.com.br,2026-01-27
4b1fe242-b6e1-4570-a334-294ee942fa8c,Maitê Costela,1954-12-13,954.587.580-66,54759743,Azevedo de Leão,PB,Brasil,F,+55 (031) 2116 9514,95458758066@exemplo.com.br,2025-02-14
33e7e5fe-3c9f-4763-95ba-e75e3ec563d8,Luísa Pires,1979-05-31,217.135.998-31,12991900,Martins,SE,Brasil,M,71 9160-8071,21713599831@exemplo.com.br,2025-07-29
f55f08bc-507e-41ac-aba3-532cd4fa27e5,Arthur Montenegro,1947-05-18,889.224.183-05,27335-441,Barbosa da Serra,AM,Brasil,M,84 9945-7577,88922418305@exemplo.com.br,2025-06-11
31a8011e-85d5-4c8b-8f76-f3cdaec070aa,Ana Júlia Siqueira,2007-07-08,048.152.250-36,95639-686,Andrade do Sul,PI,Brasil,F,31 3075 8671,04815225036@exemplo.com.br,2025-06-01
98d54f9e-fc64-4aae-8c81-310dec357a6a,Pietro Cassiano,1961-01-30,940.486.340-92,33322731,Moreira,RO,Brasil,M,11 9198 7872,94048634092@exemplo.com.br,2025-10-05
8974abdc-b0bc-4f49-aef8-d0b389183d5f,Rhavi Melo,2005-02-20,451.202.171-94,23378883,Pacheco do Oeste,RO,Brasil,M,(071) 2562 4817,45120217194@exemplo.com.br,2024-07-31
447d82d7-fbba-40bb-b58f-f596d63cf002,Gabrielly da Rosa,1995-03-05,009.513.510-24,32955508,Guerra,MG,Brasil,M,+55 (061) 8638 1324,00951351024@exemplo.com.br,2024-09-28
d1b477bf-4bbe-43b8-a58c-3d7498bb6fc5,Maria Cecília Almeida,1961-05-04,011.897.978-55,13743599,Lima de Fogaça,MS,Brasil,F,+55 (041) 4415 5927,01189797855@exemplo.com.br,2026-03-19
9e553511-f4c6-4c91-b44f-abf4e3f3117c,Arthur Aparecida,1982-11-11,084.132.124-03,10190923,Pereira,RN,Brasil,M,0800 684 8244,08413212403@exemplo.com.br,2025-04-22
80ee3751-2886-41ef-a6bc-644f6231fe1a,Thomas Correia,1941-12-03,324.371.661-08,31142-220,Moreira das Pedras,DF,Brasil,M,21 0132-4517,32437166108@exemplo.com.br,2025-08-02
57d5ab79-4fb1-4b92-b239-57af097c06df,Danilo Mendes,2001-11-14,505.965.394-69,56826255,Sá de das Neves,DF,Brasil,F,+55 61 1216 2965,50596539469@exemplo.com.br,2026-02-20
8b6d9ebb-7592-4d08-8b90-3d94da23e24d,Sr. Benjamim Ramos,1978-06-08,332.856.018-49,51764165,Cavalcante,SP,Brasil,M,+55 (061) 6527-1521,33285601849@exemplo.com.br,2026-02-02
db2293e9-dc8f-4406-8ba4-4879743dfd73,Daniela Lopes,2002-12-06,633.282.719-44,17543676,Oliveira,AL,Brasil,M,+55 51 8060 2842,63328271944@exemplo.com.br,2025-06-03
7d6da36c-c4a7-411a-a72f-a50ba13251fe,Sra. Maria Clara Brito,1958-02-26,600.763.766-95,28812-220,Nogueira,MT,Brasil,M,51 0881 2993,60076376695@exemplo.com.br,2026-01-16
51b9d005-109c-426b-a3c5-5ae8211311ab,Srta. Maysa Aparecida,1971-11-28,167.632.158-06,84487-321,da Costa de Pinto,GO,Brasil,F,+55 (061) 5596 4301,16763215806@exemplo.com.br,2025-09-29
c90e0f5b-8fa7-4698-8b8d-2c9a92cdac05,Ana Sophia Costa,1961-12-04,428.600.967-94,07302-842,Jesus,AC,Brasil,F,+55 11 3295 8215,42860096794@exemplo.com.br,2025-11-13
eccbc814-33bf-4936-a9e5-9228d92c2052,Ravi Moura,2004-10-17,668.678.701-57,42855475,Pinto da Prata,MG,Brasil,M,+55 (041) 7354-3282,66867870157@exemplo.com.br,2024-11-02
6030370f-fad6-494e-b178-1f7537f7dc8c,Dr. Calebe da Cruz,1991-03-19,814.362.570-64,54986-271,Andrade das Pedras,AC,Brasil,F,0500 440 2595,81436257064@exemplo.com.br,2024-08-23
4717e370-3193-4f3b-b322-2bfe0e84e4f3,Sra. Allana Ribeiro,1998-06-18,238.539.996-69,70782-290,Rezende,MG,Brasil,F,0900 758 0527,23853999669@exemplo.com.br,2025-02-28
4d3d0a72-1f04-439e-b1eb-305369a7ecff,Nina Pacheco,1948-05-04,779.088.066-89,56822861,das Neves de Marques,ES,Brasil,M,(084) 3841-4760,77908806689@exemplo.com.br,2024-09-14
aac9b397-d78d-48bd-8042-a264e48565c2,Alexandre Pires,1974-08-27,539.513.996-84,15433-614,Azevedo,RJ,Brasil,F,+55 41 4408 6633,53951399684@exemplo.com.br,2024-09-08
a0a0ed22-90f4-4ae7-98a3-cdfecd956fc0,Leandro Santos,1974-06-05,371.391.966-34,93676247,Fonseca,AC,Brasil,F,0800-250-8140,37139196634@exemplo.com.br,2024-11-13
62d7306b-f594-41d2-8691-6b9a019ba1cd,Anthony Gabriel Rocha,1973-11-01,901.464.862-31,33219-662,Rodrigues,PI,Brasil,M,(084) 8023-5971,90146486231@exemplo.com.br,2025-07-03
dbe26823-fb38-4cb6-9118-cf80bc5a8ba8,Alice das Neves,1981-02-08,639.297.727-43,21966814,Fogaça,SP,Brasil,M,+55 71 9487-2428,63929772743@exemplo.com.br,2024-09-07
75830305-770a-4d3a-ac94-49313f295eb7,Sra. Hellena Cunha,1963-03-22,070.656.816-98,56346025,da Rocha do Galho,SC,Brasil,M,(041) 4259 0628,07065681698@exemplo.com.br,2025-09-17
6edeed79-93c4-402b-a213-5b696b07049f,Vitor Correia,2007-02-05,206.215.574-68,22715-359,da Mata de Goiás,RO,Brasil,M,+55 51 2159 5585,20621557468@exemplo.com.br,2024-07-30
8a377691-98ca-4513-8665-5d70e33ed3a6,Nina Dias,1952-04-20,490.994.904-04,25452501,Vasconcelos Alegre,AC,Brasil,M,+55 (051) 8911 9161,49099490404@exemplo.com.br,2026-03-14
dbc7d2ae-e208-49df-9481-8fe0e8768fb7,Lavínia Duarte,1975-04-30,590.493.080-10,58639885,Gonçalves de Minas,AC,Brasil,F,+55 11 6545 9525,59049308010@exemplo.com.br,2024-07-10
9bf418b3-69bc-4bcf-bf3a-190c8e05d576,Dr. Arthur Miguel Caldeira,1947-11-08,939.582.898-27,61798781,Borges da Mata,PE,Brasil,F,41 6673 6886,93958289827@exemplo.com.br,2025-04-13
112e22d7-c9ce-41e8-b491-a0f0bee9440a,Mateus Pastor,1969-09-17,958.227.250-18,48267-965,Mendes,SC,Brasil,F,+55 31 9360-8687,95822725018@exemplo.com.br,2025-07-21
7fd8a7ea-415b-41c4-b0cf-a7b62e71405a,Sr. José Correia,2001-08-29,587.946.862-57,48152980,Sampaio de Pires,TO,Brasil,F,+55 (031) 2689 5051,58794686257@exemplo.com.br,2025-03-17
791f8095-0dbb-49f8-90b9-85c7eaf41cf1,Theodoro Vargas,1969-10-24,135.850.362-02,34177-198,da Mata,PE,Brasil,M,81 7349-1666,13585036202@exemplo.com.br,2025-11-30
27fd7777-d377-4a13-90bd-c84d3bc70b17,Dra. Helena Barros,1992-07-10,916.284.780-93,65966138,Novaes,PI,Brasil,F,+55 (061) 5906 7188,91628478093@exemplo.com.br,2025-08-14
cbced5cc-ffd4-427b-bad4-a0101a1aa27e,Mariana Monteiro,1965-03-09,730.491.099-34,50767-072,Nascimento,AM,Brasil,M,+55 21 9998-3706,73049109934@exemplo.com.br,2025-02-14
86470600-0e77-41dd-bb49-acdd432e09a5,Benício Alves,1995-09-23,622.499.060-33,52398918,Borges dos Dourados,RR,Brasil,M,+55 (051) 2866-0208,62249906033@exemplo.com.br,2024-08-25
c3b0f1b4-254e-4d84-b808-1fb9ec605c33,Rhavi da Cunha,1979-07-01,570.284.253-85,07302-956,Leão Verde,PA,Brasil,F,41 3787 0520,57028425385@exemplo.com.br,2026-04-19
ae4a1382-59a9-4238-9863-d813085f7bb4,Gustavo Henrique Silva,1979-07-24,217.773.482-30,96652-483,da Mata de Abreu,PE,Brasil,M,71 3747 7935,21777348230@exemplo.com.br,2025-12-27
21b7e534-1857-44c8-8d62-baa2afbd2e8a,Dra. Ana Beatriz Azevedo,1975-06-04,359.829.623-85,50974-527,Rodrigues do Sul,SC,Brasil,F,(061) 1228 6778,35982962385@exemplo.com.br,2025-07-06
1d4be0e4-3b80-4c9c-9d32-f6caacf854dc,Lucca Fernandes,1945-07-26,198.764.626-55,42565-282,Garcia do Galho,RN,Brasil,M,+55 (061) 2828-4816,19876462655@exemplo.com.br,2024-08-01
190df1ab-4072-4cc9-969b-7ad5527ad8be,Liam Albuquerque,2008-02-11,375.332.897-24,07263514,Camargo,AC,Brasil,F,+55 84 3599 9259,37533289724@exemplo.com.br,2024-06-03
7e5f190a-6339-48ba-b35d-1f518944fa71,Vitória Cavalcanti,1972-03-25,252.676.516-44,26429421,Cirino,AL,Brasil,F,81 5141 9238,25267651644@exemplo.com.br,2024-08-19
deba8a29-a58c-470e-b635-9c2b5ae65393,João Vitor Gomes,1967-09-06,792.326.424-54,26494-158,Dias das Flores,PE,Brasil,F,+55 41 0121-1275,79232642454@exemplo.com.br,2025-10-25
9a4bb1c9-742e-43a3-ae93-cf3624c2c567,Ísis Macedo,2007-10-25,196.340.333-56,21837466,Siqueira,PA,Brasil,F,+55 71 1833 8955,19634033356@exemplo.com.br,2026-01-09
b7b3ea30-699f-4d01-a229-11fb5acc409f,Thiago Rios,1936-03-13,289.371.704-40,36150261,da Luz,PI,Brasil,M,81 4219 5180,28937170440@exemplo.com.br,2025-10-19
cf701765-c986-44a1-bed3-ec9b39d4d7ea,Asafe Casa Grande,2002-08-15,773.836.862-18,48723-107,Ferreira,SE,Brasil,M,+55 21 6291-6391,77383686218@exemplo.com.br,2024-08-01
dad4b416-4c99-475a-9e83-4231d08c15a5,Ágatha Correia,1944-12-14,925.327.581-12,60879525,Pereira,SC,Brasil,F,+55 41 3752-1984,92532758112@exemplo.com.br,2025-01-30
89769634-2485-447f-90f8-d1c58b0ba71f,Yuri Castro,1961-02-22,456.563.261-66,23999045,Sampaio das Pedras,RS,Brasil,M,(051) 0585 3031,45656326166@exemplo.com.br,2026-02-11
d0dd8b82-6905-46b1-942b-2f841a3fcafc,Marcela Costela,1972-09-16,422.268.840-30,73742322,da Luz,PR,Brasil,F,81 7713 3735,42226884030@exemplo.com.br,2026-05-02
5afcd95e-c1f8-4792-bffa-334682b4e08e,Giovanna Sousa,1969-06-30,091.685.133-11,64020193,Martins,MA,Brasil,M,0300-830-1761,09168513311@exemplo.com.br,2026-05-11
1141d32d-b1dc-4cb0-9d7a-1dd929e4f547,Vitor Albuquerque,1997-12-02,264.895.065-18,21478-609,Duarte de Marques,MS,Brasil,F,+55 (021) 5204 4252,26489506518@exemplo.com.br,2026-01-06
7c2afae4-d672-453e-a5fc-8cfc1965a2c5,Enzo Gabriel Mendes,1977-02-18,978.940.974-10,21868511,Aparecida,PE,Brasil,F,+55 81 9622 2822,97894097410@exemplo.com.br,2025-12-20
223589ee-3d40-4f66-a96f-05fd1b59f079,Aylla Costela,1943-04-01,958.480.778-26,81503-432,Cardoso,TO,Brasil,M,+55 (071) 6393 5883,95848077826@exemplo.com.br,2024-12-18
a08507b3-5bcc-4aaf-90d5-6e631cf85498,Caio da Conceição,1997-04-26,023.764.922-92,29232242,Lopes,PA,Brasil,F,+55 (081) 6749-7653,02376492292@exemplo.com.br,2024-12-07
ec5ce0e3-02c3-4802-b4ff-c048928c6e84,Bryan Jesus,2002-04-03,061.445.310-27,74307366,das Neves de Correia,PI,Brasil,M,+55 (041) 0434-2707,06144531027@exemplo.com.br,2026-06-03
1a0c210c-9608-48de-b9c8-7853af094594,Hellena Teixeira,1951-11-18,854.781.146-41,23773664,Silveira de Câmara,MS,Brasil,M,11 2643-9400,85478114641@exemplo.com.br,2025-03-17
5fa31a4f-65cb-486c-abbb-39938d6f21ad,Rael da Conceição,1971-03-24,932.685.261-91,11188060,Nascimento,MG,Brasil,M,81 3134 2381,93268526191@exemplo.com.br,2024-07-03
b29bfdbe-e1da-454b-804b-011b857ef00d,Diego da Cunha,1957-09-27,514.192.314-57,42409887,Aparecida do Sul,PA,Brasil,F,0500 723 0546,51419231457@exemplo.com.br,2025-07-20
b1dea50d-970b-4cd0-b2b9-b195996952eb,Maria Clara Montenegro,2003-04-25,764.101.921-64,57952367,Pinto,AP,Brasil,M,0800 753 6320,76410192164@exemplo.com.br,2025-08-10
77a0877f-b41f-4a36-9940-1d6de64b92f4,Sr. Juan Moura,1966-06-19,980.778.533-28,55994-318,Sousa de Nascimento,MA,Brasil,F,(061) 3551 7511,98077853328@exemplo.com.br,2025-05-03
59f9e523-0361-4fce-a373-ad17d7a1ecfa,Anthony Gabriel Duarte,1994-09-04,636.755.841-99,35034624,Brito,RR,Brasil,F,84 5273 6102,63675584199@exemplo.com.br,2024-12-12
527ace58-52c9-4745-91eb-1a15739cb657,Luna Lima,1958-09-11,025.382.819-62,99346-788,Correia,AM,Brasil,M,(021) 1318 7233,02538281962@exemplo.com.br,2025-03-01
6a12b778-a90a-4460-94ec-8f125c48f3d9,Gustavo Henrique Freitas,1952-01-23,804.123.119-05,03959-438,Campos do Galho,PR,Brasil,F,(021) 5746-2903,80412311905@exemplo.com.br,2025-08-31
0f640818-ca82-4750-bb08-f0a52124a085,Josué Sousa,1958-01-26,566.596.318-76,21456422,Sá de Barbosa,PE,Brasil,M,+55 81 4855-6549,56659631876@exemplo.com.br,2024-07-03
eba0f24c-6783-4bdd-8d74-04d4f803df76,Isabel Pereira,1966-11-19,172.383.408-04,33503-978,Teixeira,PI,Brasil,F,0300 611 0840,17238340804@exemplo.com.br,2024-11-13
899dac73-3f85-4511-99ae-ad45d3767157,Francisco Sá,1942-05-23,118.259.006-97,37186-839,Teixeira,MS,Brasil,M,11 3352 8233,11825900697@exemplo.com.br,2025-09-14
2d97fad1-ca57-4dd2-a662-ef9bb0444e6e,Miguel Freitas,1956-08-06,820.563.430-69,96180333,Campos,RO,Brasil,F,+55 84 7410-7591,82056343069@exemplo.com.br,2024-09-05
e1688d04-9455-4c27-b395-599ac698287d,Luiz Miguel Machado,1996-07-05,790.827.114-63,66946561,Moura de Fogaça,SE,Brasil,M,(071) 8375-6005,79082711463@exemplo.com.br,2025-05-23
955fd784-dc16-403f-8b86-e7d543bcd8a0,Julia Oliveira,1992-04-14,150.148.133-22,41992987,Teixeira,PE,Brasil,F,21 3380 9913,15014813322@exemplo.com.br,2025-11-27
45ae3e1c-5ac0-4058-a8be-224d76f980ed,Benjamim Oliveira,1988-12-20,042.818.174-30,65672-170,Costela,SC,Brasil,F,+55 31 0695 7088,04281817430@exemplo.com.br,2024-10-15
5a263dc3-118d-4632-9d61-9e913e40f383,Ana Liz Albuquerque,1989-12-14,796.125.590-64,29178-846,Pacheco de Lima,PI,Brasil,F,(061) 1394-8930,79612559064@exemplo.com.br,2024-11-27
8bd1db27-2419-41d9-81d6-d64c27bdea2b,Otávio Freitas,1947-02-22,996.115.018-14,44117-701,da Rosa,PA,Brasil,F,+55 11 8573-2241,99611501814@exemplo.com.br,2024-09-13
62195bd3-f410-4969-aefb-74b8cada4862,Joana Câmara,1989-04-11,472.399.372-74,59902-928,Gonçalves,RR,Brasil,F,+55 71 4480-2193,47239937274@exemplo.com.br,2024-10-27
9f8ba4f7-202b-428c-a418-e314390c8843,Antony Brito,1938-10-12,970.745.429-89,01628-942,Pastor Alegre,DF,Brasil,F,+55 31 4066 3491,97074542989@exemplo.com.br,2024-11-20
926885e9-a1f6-40a3-8430-0b0cdabe0cd8,Miguel da Cunha,1976-09-02,181.405.304-27,57854-454,Barros,RN,Brasil,F,0500 199 5373,18140530427@exemplo.com.br,2025-02-22
feb1b989-462d-41ac-b235-3dfd859b8ec9,Ana Carolina Vieira,1986-03-15,062.851.088-71,41132686,Carvalho das Flores,BA,Brasil,F,+55 51 0546 2671,06285108871@exemplo.com.br,2024-08-15
5ee50a27-c5a6-40b7-a04f-98009fd5107e,Rodrigo Ramos,1989-03-17,572.620.980-70,21258983,Fogaça da Serra,PR,Brasil,F,+55 (011) 4684-6439,57262098070@exemplo.com.br,2026-01-27
ef3cc059-3f18-435f-be1b-67c9a5611bc0,Maria Flor Azevedo,1944-10-06,957.056.054-87,05593-799,Ribeiro de Guerra,RR,Brasil,F,(081) 2756 3646,95705605487@exemplo.com.br,2025-07-10
65d13e4b-fe3d-497c-8268-ca350c70cc3c,Anna Liz da Luz,1984-06-09,055.153.801-85,14347-475,Fernandes do Campo,SC,Brasil,F,31 8328 0784,05515380185@exemplo.com.br,2024-09-11
57873b37-0bdc-44ae-8b08-05cf9ccc83e8,Eduardo Fernandes,1988-05-22,201.328.807-40,79479-449,Moura,CE,Brasil,F,31 7810-6450,20132880740@exemplo.com.br,2024-06-17
46019b34-5f51-4054-9261-596732491ba9,Ana Julia Cirino,1992-07-11,103.993.701-43,18285016,Barros,PA,Brasil,F,(011) 6527 2708,10399370143@exemplo.com.br,2025-07-01
c76c71e0-c187-43ff-8b9e-bdddfaeb88b1,Joaquim Castro,1964-03-16,133.521.194-81,74387046,Silveira,PB,Brasil,M,+55 (061) 4790-8250,13352119481@exemplo.com.br,2026-01-21
8575fb5e-15c3-40e5-b225-eb0e400187d4,Vitor Gabriel Macedo,1987-01-09,794.405.968-45,31413314,Pacheco da Prata,RS,Brasil,F,+55 21 7008-5954,79440596845@exemplo.com.br,2024-09-11
da917e45-e9fc-41cf-95c3-7bbf85b77336,Isabelly Sá,1994-11-11,832.603.678-47,74621143,Fogaça dos Dourados,AL,Brasil,F,+55 41 7830-8700,83260367847@exemplo.com.br,2024-07-10
47ecfd07-9e6b-47ef-a3cd-66e8c58a92b5,Cauê Correia,1980-07-30,157.561.565-03,36533-752,Cassiano,DF,Brasil,M,+55 (041) 6409-4273,15756156503@exemplo.com.br,2025-07-03
2983c7e9-ec57-4cf3-9ad8-765391eae5d1,Pedro Miguel Gonçalves,1974-12-07,650.034.098-07,12047917,Câmara dos Dourados,MA,Brasil,M,+55 41 5623-9262,65003409807@exemplo.com.br,2025-09-09
a11febaf-0bcc-4def-9877-3714a687a9b6,Ayla Correia,1987-06-28,556.594.116-68,87036679,Gomes Verde,PE,Brasil,M,(071) 6729-8796,55659411668@exemplo.com.br,2024-08-15
3663329d-23dd-4061-9952-deb4bb564bff,Augusto Moreira,1940-06-13,971.266.632-49,66863-801,Peixoto de Sousa,AP,Brasil,M,(011) 5822 3716,97126663249@exemplo.com.br,2025-11-29
d7466886-8e89-4723-ac10-34bfe6027705,Valentim Rocha,1976-06-02,977.905.248-36,18904-308,Pastor,MG,Brasil,M,(081) 3768 7417,97790524836@exemplo.com.br,2025-03-12
f3fa4572-cf66-4787-802f-6e068cb819bb,Liz Aparecida,2000-02-16,827.658.776-78,24226-508,Dias de Minas,PA,Brasil,F,21 6590 9151,82765877678@exemplo.com.br,2025-10-26
